Sexo;Edad;Provincias;Periodo;Total
Ambos sexos;Total;26 Rioja, La;1 de enero de 2020;315.930,778241
Ambos sexos;Total;26 Rioja, La;1 de enero de 2019;313.571,155171
Ambos sexos;Total;26 Rioja, La;1 de enero de 2018;312.884,113704
Ambos sexos;Total;26 Rioja, La;1 de enero de 2017;312.618,089516
Ambos sexos;Total;26 Rioja, La;1 de enero de 2016;312.809,937695
Ambos sexos;Total;26 Rioja, La;1 de enero de 2015;313.568,979206
Ambos sexos;Total;26 Rioja, La;1 de enero de 2014;315.223,155360
Ambos sexos;Total;26 Rioja, La;1 de enero de 2013;318.639,400507
Ambos sexos;Total;26 Rioja, La;1 de enero de 2012;320.950,691555
Ambos sexos;Total;26 Rioja, La;1 de enero de 2011;320.849,566605
Ambos sexos;Total;26 Rioja, La;1 de enero de 2010;319.938,601494
Ambos sexos;Total;26 Rioja, La;1 de enero de 2009;319.785,732737
Ambos sexos;Total;26 Rioja, La;1 de enero de 2008;316.191,779427
Ambos sexos;Total;26 Rioja, La;1 de enero de 2007;308.117,951176
Ambos sexos;Total;26 Rioja, La;1 de enero de 2006;302.697,267814
Ambos sexos;Total;26 Rioja, La;1 de enero de 2005;298.049,949366
Ambos sexos;Total;26 Rioja, La;1 de enero de 2004;291.081,908565
Ambos sexos;Total;26 Rioja, La;1 de enero de 2003;284.608,522855
Ambos sexos;Total;37 Salamanca;1 de enero de 2022;326.468,691043
Ambos sexos;Total;37 Salamanca;1 de enero de 2021;327.827,155913
Ambos sexos;Total;37 Salamanca;1 de enero de 2020;331.080,899879
Ambos sexos;Total;37 Salamanca;1 de enero de 2019;332.233,868118
Ambos sexos;Total;37 Salamanca;1 de enero de 2018;333.649,457794
Ambos sexos;Total;37 Salamanca;1 de enero de 2017;336.086,714414
Ambos sexos;Total;37 Salamanca;1 de enero de 2016;338.553,060972
Ambos sexos;Total;37 Salamanca;1 de enero de 2015;342.000,956344
Ambos sexos;Total;37 Salamanca;1 de enero de 2014;344.395,475593
Ambos sexos;Total;37 Salamanca;1 de enero de 2013;347.248,845037
Ambos sexos;Total;37 Salamanca;1 de enero de 2012;349.624,800923
Ambos sexos;Total;37 Salamanca;1 de enero de 2011;350.819,063901
Ambos sexos;Total;37 Salamanca;1 de enero de 2010;350.900,970325
Ambos sexos;Total;37 Salamanca;1 de enero de 2009;351.017,763110
Ambos sexos;Total;37 Salamanca;1 de enero de 2008;349.842,624482
Ambos sexos;Total;37 Salamanca;1 de enero de 2007;347.713,156035
Ambos sexos;Total;37 Salamanca;1 de enero de 2006;346.298,948618
Ambos sexos;Total;37 Salamanca;1 de enero de 2005;346.312,501006
Ambos sexos;Total;37 Salamanca;1 de enero de 2004;345.713,890334
Ambos sexos;Total;37 Salamanca;1 de enero de 2003;345.560,054098
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2022;1.098.677,407203
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2021;1.092.345,679017
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2020;1.085.814,557792
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2019;1.067.517,667871
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2018;1.050.151,527192
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2017;1.035.773,838322
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2016;1.024.324,419930
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2015;1.019.907,266460
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2014;1.014.130,929591
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2013;1.006.997,209381
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2012;996.876,982550
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2011;987.789,391554
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2010;978.676,988179
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2009;969.125,133697
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2008;951.835,546738
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2007;929.862,028423
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2006;907.786,972748
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2005;885.232,840242
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2004;860.608,716544
Ambos sexos;Total;38 Santa Cruz de Tenerife;1 de enero de 2003;836.123,465204
Ambos sexos;Total;40 Segovia;1 de enero de 2022;153.820,321222
Ambos sexos;Total;40 Segovia;1 de enero de 2021;154.056,167942
Ambos sexos;Total;40 Segovia;1 de enero de 2020;154.204,532697
Ambos sexos;Total;40 Segovia;1 de enero de 2019;154.094,687120
Ambos sexos;Total;40 Segovia;1 de enero de 2018;154.387,281574
Ambos sexos;Total;40 Segovia;1 de enero de 2017;155.307,361831
Ambos sexos;Total;40 Segovia;1 de enero de 2016;156.358,843475
Ambos sexos;Total;40 Segovia;1 de enero de 2015;157.937,527569
Ambos sexos;Total;40 Segovia;1 de enero de 2014;159.127,205277
Ambos sexos;Total;40 Segovia;1 de enero de 2013;161.374,036488
Ambos sexos;Total;40 Segovia;1 de enero de 2012;162.936,527085
Ambos sexos;Total;40 Segovia;1 de enero de 2011;163.423,189711
Ambos sexos;Total;40 Segovia;1 de enero de 2010;163.174,404894
Ambos sexos;Total;40 Segovia;1 de enero de 2009;163.373,513246
Ambos sexos;Total;40 Segovia;1 de enero de 2008;163.091,148509
Ambos sexos;Total;40 Segovia;1 de enero de 2007;159.138,791989
Ambos sexos;Total;40 Segovia;1 de enero de 2006;156.275,337779
Ambos sexos;Total;40 Segovia;1 de enero de 2005;154.209,482482
Ambos sexos;Total;40 Segovia;1 de enero de 2004;151.733,137582
Ambos sexos;Total;40 Segovia;1 de enero de 2003;149.642,541478
Ambos sexos;Total;41 Sevilla;1 de enero de 2022;1.960.568,187353
Ambos sexos;Total;41 Sevilla;1 de enero de 2021;1.960.919,973003
Ambos sexos;Total;41 Sevilla;1 de enero de 2020;1.957.520,152030
Ambos sexos;Total;41 Sevilla;1 de enero de 2019;1.949.639,261110
Ambos sexos;Total;41 Sevilla;1 de enero de 2018;1.945.235,705045
Ambos sexos;Total;41 Sevilla;1 de enero de 2017;1.943.165,855463
Ambos sexos;Total;41 Sevilla;1 de enero de 2016;1.940.720,836637
Ambos sexos;Total;41 Sevilla;1 de enero de 2015;1.939.412,002477
Ambos sexos;Total;41 Sevilla;1 de enero de 2014;1.936.907,632774
Ambos sexos;Total;41 Sevilla;1 de enero de 2013;1.936.702,881921
Ambos sexos;Total;41 Sevilla;1 de enero de 2012;1.932.572,647280
Ambos sexos;Total;41 Sevilla;1 de enero de 2011;1.918.746,773031
Ambos sexos;Total;41 Sevilla;1 de enero de 2010;1.902.955,680627
Ambos sexos;Total;41 Sevilla;1 de enero de 2009;1.884.106,577845
Ambos sexos;Total;41 Sevilla;1 de enero de 2008;1.859.555,443051
Ambos sexos;Total;41 Sevilla;1 de enero de 2007;1.831.956,179945
Ambos sexos;Total;41 Sevilla;1 de enero de 2006;1.807.971,475962
Ambos sexos;Total;41 Sevilla;1 de enero de 2005;1.785.135,463761
Ambos sexos;Total;41 Sevilla;1 de enero de 2004;1.764.493,404849
Ambos sexos;Total;41 Sevilla;1 de enero de 2003;1.748.400,218710
Ambos sexos;Total;42 Soria;1 de enero de 2022;89.144,906076
Ambos sexos;Total;42 Soria;1 de enero de 2021;89.419,981813
Ambos sexos;Total;42 Soria;1 de enero de 2020;89.892,048461
Ambos sexos;Total;42 Soria;1 de enero de 2019;89.501,463661
Ambos sexos;Total;42 Soria;1 de enero de 2018;89.738,278804
Ambos sexos;Total;42 Soria;1 de enero de 2017;90.010,194275
Ambos sexos;Total;42 Soria;1 de enero de 2016;90.744,641379
Ambos sexos;Total;42 Soria;1 de enero de 2015;91.780,432412
Ambos sexos;Total;42 Soria;1 de enero de 2014;92.630,314324
Ambos sexos;Total;42 Soria;1 de enero de 2013;93.574,887137
Ambos sexos;Total;42 Soria;1 de enero de 2012;94.463,090891
Ambos sexos;Total;42 Soria;1 de enero de 2011;94.898,492517
Ambos sexos;Total;42 Soria;1 de enero de 2010;94.987,240365
Ambos sexos;Total;42 Soria;1 de enero de 2009;94.738,036843
Ambos sexos;Total;42 Soria;1 de enero de 2008;94.470,040835
Ambos sexos;Total;42 Soria;1 de enero de 2007;93.430,245313
Ambos sexos;Total;42 Soria;1 de enero de 2006;92.736,255697
Ambos sexos;Total;42 Soria;1 de enero de 2005;92.264,622803
Ambos sexos;Total;42 Soria;1 de enero de 2004;91.777,903848
Ambos sexos;Total;42 Soria;1 de enero de 2003;91.118,867227
Ambos sexos;Total;43 Tarragona;1 de enero de 2022;823.579,135472
Ambos sexos;Total;43 Tarragona;1 de enero de 2021;821.233,860097
Ambos sexos;Total;43 Tarragona;1 de enero de 2020;814.390,656238
Ambos sexos;Total;43 Tarragona;1 de enero de 2019;802.546,594619
Ambos sexos;Total;43 Tarragona;1 de enero de 2018;794.968,942992
Ambos sexos;Total;43 Tarragona;1 de enero de 2017;792.622,218314
Ambos sexos;Total;43 Tarragona;1 de enero de 2016;791.669,910579
Ambos sexos;Total;43 Tarragona;1 de enero de 2015;793.155,041324
Ambos sexos;Total;43 Tarragona;1 de enero de 2014;795.328,103674
Ambos sexos;Total;43 Tarragona;1 de enero de 2013;802.805,700653
Ambos sexos;Total;43 Tarragona;1 de enero de 2012;806.904,044314
Ambos sexos;Total;43 Tarragona;1 de enero de 2011;803.859,389695
Ambos sexos;Total;43 Tarragona;1 de enero de 2010;798.818,242383
Ambos sexos;Total;43 Tarragona;1 de enero de 2009;793.983,064765
Ambos sexos;Total;43 Tarragona;1 de enero de 2008;780.208,794648
Ambos sexos;Total;43 Tarragona;1 de enero de 2007;749.155,859956
Ambos sexos;Total;43 Tarragona;1 de enero de 2006;718.447,551214
Ambos sexos;Total;43 Tarragona;1 de enero de 2005;689.266,058852
Ambos sexos;Total;43 Tarragona;1 de enero de 2004;661.093,650898
Ambos sexos;Total;43 Tarragona;1 de enero de 2003;636.613,639520
Ambos sexos;Total;44 Teruel;1 de enero de 2022;133.089,833167
Ambos sexos;Total;44 Teruel;1 de enero de 2021;133.253,385828
Ambos sexos;Total;44 Teruel;1 de enero de 2020;133.299,825851
Ambos sexos;Total;44 Teruel;1 de enero de 2019;133.298,182794
Ambos sexos;Total;44 Teruel;1 de enero de 2018;133.849,961407
Ambos sexos;Total;44 Teruel;1 de enero de 2017;134.872,381768
Ambos sexos;Total;44 Teruel;1 de enero de 2016;136.042,645505
Ambos sexos;Total;44 Teruel;1 de enero de 2015;137.714,832344
Ambos sexos;Total;44 Teruel;1 de enero de 2014;139.390,354223
Ambos sexos;Total;44 Teruel;1 de enero de 2013;141.112,903581
Ambos sexos;Total;44 Teruel;1 de enero de 2012;142.918,008911
Ambos sexos;Total;44 Teruel;1 de enero de 2011;144.357,404339
Ambos sexos;Total;44 Teruel;1 de enero de 2010;145.111,764310
Ambos sexos;Total;44 Teruel;1 de enero de 2009;146.132,316768
Ambos sexos;Total;44 Teruel;1 de enero de 2008;145.703,943301
Ambos sexos;Total;44 Teruel;1 de enero de 2007;143.622,306334
Ambos sexos;Total;44 Teruel;1 de enero de 2006;141.280,782068
Ambos sexos;Total;44 Teruel;1 de enero de 2005;139.827,346437
Ambos sexos;Total;44 Teruel;1 de enero de 2004;138.392,579872
Ambos sexos;Total;44 Teruel;1 de enero de 2003;137.487,276814
Ambos sexos;Total;45 Toledo;1 de enero de 2022;707.109,552673
Ambos sexos;Total;45 Toledo;1 de enero de 2021;703.739,239781
Ambos sexos;Total;45 Toledo;1 de enero de 2020;699.258,049569
Ambos sexos;Total;45 Toledo;1 de enero de 2019;691.724,766721
Ambos sexos;Total;45 Toledo;1 de enero de 2018;687.083,616457
Ambos sexos;Total;45 Toledo;1 de enero de 2017;687.878,911726
Ambos sexos;Total;45 Toledo;1 de enero de 2016;689.252,618490
Ambos sexos;Total;45 Toledo;1 de enero de 2015;692.544,123172
Ambos sexos;Total;45 Toledo;1 de enero de 2014;696.559,717561
Ambos sexos;Total;45 Toledo;1 de enero de 2013;703.235,872012
Ambos sexos;Total;45 Toledo;1 de enero de 2012;705.582,618395
Ambos sexos;Total;45 Toledo;1 de enero de 2011;701.011,360909
Ambos sexos;Total;45 Toledo;1 de enero de 2010;692.423,684429
Ambos sexos;Total;45 Toledo;1 de enero de 2009;682.733,809338
Ambos sexos;Total;45 Toledo;1 de enero de 2008;665.283,326183
Ambos sexos;Total;45 Toledo;1 de enero de 2007;636.695,546570
Ambos sexos;Total;45 Toledo;1 de enero de 2006;611.787,441142
Ambos sexos;Total;45 Toledo;1 de enero de 2005;592.396,447892
Ambos sexos;Total;45 Toledo;1 de enero de 2004;574.501,694777
Ambos sexos;Total;45 Toledo;1 de enero de 2003;558.376,177517
Ambos sexos;Total;46 Valencia/València;1 de enero de 2022;2.589.602,601995
Ambos sexos;Total;46 Valencia/València;1 de enero de 2021;2.574.888,156587
Ambos sexos;Total;46 Valencia/València;1 de enero de 2020;2.568.845,742739
Ambos sexos;Total;46 Valencia/València;1 de enero de 2019;2.540.588,459924
Ambos sexos;Total;46 Valencia/València;1 de enero de 2018;2.531.187,623865
Ambos sexos;Total;46 Valencia/València;1 de enero de 2017;2.522.341,506879
Ambos sexos;Total;46 Valencia/València;1 de enero de 2016;2.518.678,607026
Ambos sexos;Total;46 Valencia/València;1 de enero de 2015;2.523.040,343257
Ambos sexos;Total;46 Valencia/València;1 de enero de 2014;2.527.589,634849
Ambos sexos;Total;46 Valencia/València;1 de enero de 2013;2.547.044,090788
Ambos sexos;Total;46 Valencia/València;1 de enero de 2012;2.562.513,784436
Ambos sexos;Total;46 Valencia/València;1 de enero de 2011;2.559.198,510911
Ambos sexos;Total;46 Valencia/València;1 de enero de 2010;2.553.693,225720
Ambos sexos;Total;46 Valencia/València;1 de enero de 2009;2.550.404,985987
Ambos sexos;Total;46 Valencia/València;1 de enero de 2008;2.522.558,729688
Ambos sexos;Total;46 Valencia/València;1 de enero de 2007;2.467.760,713278
Ambos sexos;Total;46 Valencia/València;1 de enero de 2006;2.418.730,418271
Ambos sexos;Total;46 Valencia/València;1 de enero de 2005;2.371.881,990795
Ambos sexos;Total;46 Valencia/València;1 de enero de 2004;2.321.591,599207
Ambos sexos;Total;46 Valencia/València;1 de enero de 2003;2.275.650,068063
Ambos sexos;Total;47 Valladolid;1 de enero de 2022;517.797,510031
Ambos sexos;Total;47 Valladolid;1 de enero de 2021;519.090,541462
Ambos sexos;Total;47 Valladolid;1 de enero de 2020;520.736,651272
Ambos sexos;Total;47 Valladolid;1 de enero de 2019;520.385,452944
Ambos sexos;Total;47 Valladolid;1 de enero de 2018;520.834,758961
Ambos sexos;Total;47 Valladolid;1 de enero de 2017;523.206,720807
Ambos sexos;Total;47 Valladolid;1 de enero de 2016;524.820,286206
Ambos sexos;Total;47 Valladolid;1 de enero de 2015;527.395,357733
Ambos sexos;Total;47 Valladolid;1 de enero de 2014;528.675,416495
Ambos sexos;Total;47 Valladolid;1 de enero de 2013;531.140,920693
Ambos sexos;Total;47 Valladolid;1 de enero de 2012;532.643,605977
Ambos sexos;Total;47 Valladolid;1 de enero de 2011;531.881,255640
Ambos sexos;Total;47 Valladolid;1 de enero de 2010;530.502,705743
Ambos sexos;Total;47 Valladolid;1 de enero de 2009;528.788,340569
Ambos sexos;Total;47 Valladolid;1 de enero de 2008;525.650,652492
Ambos sexos;Total;47 Valladolid;1 de enero de 2007;518.851,439132
Ambos sexos;Total;47 Valladolid;1 de enero de 2006;513.750,853229
Ambos sexos;Total;47 Valladolid;1 de enero de 2005;510.003,830415
Ambos sexos;Total;47 Valladolid;1 de enero de 2004;506.392,754426
Ambos sexos;Total;47 Valladolid;1 de enero de 2003;503.347,007860
Ambos sexos;Total;49 Zamora;1 de enero de 2022;167.904,293999
Ambos sexos;Total;49 Zamora;1 de enero de 2021;169.457,171028
Ambos sexos;Total;49 Zamora;1 de enero de 2020;171.661,488432
Ambos sexos;Total;49 Zamora;1 de enero de 2019;173.632,380017
Ambos sexos;Total;49 Zamora;1 de enero de 2018;175.931,110981
Ambos sexos;Total;49 Zamora;1 de enero de 2017;178.557,889374
Ambos sexos;Total;49 Zamora;1 de enero de 2016;181.310,586066
Ambos sexos;Total;49 Zamora;1 de enero de 2015;184.173,764980
Ambos sexos;Total;49 Zamora;1 de enero de 2014;186.401,474688
Ambos sexos;Total;49 Zamora;1 de enero de 2013;189.042,080411
Ambos sexos;Total;49 Zamora;1 de enero de 2012;191.306,328226
Ambos sexos;Total;49 Zamora;1 de enero de 2011;192.726,485454
Ambos sexos;Total;49 Zamora;1 de enero de 2010;193.750,959072
Ambos sexos;Total;49 Zamora;1 de enero de 2009;194.924,015037
Ambos sexos;Total;49 Zamora;1 de enero de 2008;196.165,085336
Ambos sexos;Total;49 Zamora;1 de enero de 2007;195.862,712436
Ambos sexos;Total;49 Zamora;1 de enero de 2006;195.998,965283
Ambos sexos;Total;49 Zamora;1 de enero de 2005;196.341,657620
Ambos sexos;Total;49 Zamora;1 de enero de 2004;196.852,969305
Ambos sexos;Total;49 Zamora;1 de enero de 2003;197.680,903028
Ambos sexos;Total;50 Zaragoza;1 de enero de 2022;958.833,520630
Ambos sexos;Total;50 Zaragoza;1 de enero de 2021;976.472,281821
Ambos sexos;Total;50 Zaragoza;1 de enero de 2020;976.426,500279
Ambos sexos;Total;50 Zaragoza;1 de enero de 2019;968.048,920288
Ambos sexos;Total;50 Zaragoza;1 de enero de 2018;960.110,944788
Ambos sexos;Total;50 Zaragoza;1 de enero de 2017;961.498,132272
Ambos sexos;Total;50 Zaragoza;1 de enero de 2016;961.940,783920
Ambos sexos;Total;50 Zaragoza;1 de enero de 2015;966.604,570299
Ambos sexos;Total;50 Zaragoza;1 de enero de 2014;968.552,259667
Ambos sexos;Total;50 Zaragoza;1 de enero de 2013;972.507,599827
Ambos sexos;Total;50 Zaragoza;1 de enero de 2012;975.050,332516
Ambos sexos;Total;50 Zaragoza;1 de enero de 2011;973.442,588140
Ambos sexos;Total;50 Zaragoza;1 de enero de 2010;972.282,142542
Ambos sexos;Total;50 Zaragoza;1 de enero de 2009;969.876,828515
Ambos sexos;Total;50 Zaragoza;1 de enero de 2008;955.315,058028
Ambos sexos;Total;50 Zaragoza;1 de enero de 2007;930.533,312647
Ambos sexos;Total;50 Zaragoza;1 de enero de 2006;915.040,676386
Ambos sexos;Total;50 Zaragoza;1 de enero de 2005;900.698,040303
Ambos sexos;Total;50 Zaragoza;1 de enero de 2004;887.658,240315
Ambos sexos;Total;50 Zaragoza;1 de enero de 2003;878.627,122580
Ambos sexos;Total;51 Ceuta;1 de enero de 2022;82.512,526492
Ambos sexos;Total;51 Ceuta;1 de enero de 2021;83.516,802763
Ambos sexos;Total;51 Ceuta;1 de enero de 2020;84.084,722994
Ambos sexos;Total;51 Ceuta;1 de enero de 2019;84.829,419327
Ambos sexos;Total;51 Ceuta;1 de enero de 2018;85.208,601210
Ambos sexos;Total;51 Ceuta;1 de enero de 2017;85.033,445719
Ambos sexos;Total;51 Ceuta;1 de enero de 2016;84.651,807343
Ambos sexos;Total;51 Ceuta;1 de enero de 2015;84.692,463443
Ambos sexos;Total;51 Ceuta;1 de enero de 2014;84.673,811817
Ambos sexos;Total;51 Ceuta;1 de enero de 2013;84.533,743901
Ambos sexos;Total;51 Ceuta;1 de enero de 2012;83.837,034986
Ambos sexos;Total;51 Ceuta;1 de enero de 2011;81.626,825802
Ambos sexos;Total;51 Ceuta;1 de enero de 2010;79.294,374913
Ambos sexos;Total;51 Ceuta;1 de enero de 2009;76.922,024444
Ambos sexos;Total;51 Ceuta;1 de enero de 2008;75.252,004413
Ambos sexos;Total;51 Ceuta;1 de enero de 2007;74.155,143788
Ambos sexos;Total;51 Ceuta;1 de enero de 2006;72.806,115068
Ambos sexos;Total;51 Ceuta;1 de enero de 2005;71.983,203107
Ambos sexos;Total;51 Ceuta;1 de enero de 2004;71.542,052194
Ambos sexos;Total;51 Ceuta;1 de enero de 2003;71.109,678529
Ambos sexos;Total;52 Melilla;1 de enero de 2022;83.235,687780
Ambos sexos;Total;52 Melilla;1 de enero de 2021;84.021,560583
Ambos sexos;Total;52 Melilla;1 de enero de 2020;84.472,870603
Ambos sexos;Total;52 Melilla;1 de enero de 2019;84.689,417312
Ambos sexos;Total;52 Melilla;1 de enero de 2018;84.707,996369
Ambos sexos;Total;52 Melilla;1 de enero de 2017;84.943,294419
Ambos sexos;Total;52 Melilla;1 de enero de 2016;84.763,794311
Ambos sexos;Total;52 Melilla;1 de enero de 2015;84.569,746453
Ambos sexos;Total;52 Melilla;1 de enero de 2014;83.869,753715
Ambos sexos;Total;52 Melilla;1 de enero de 2013;83.619,222516
Ambos sexos;Total;52 Melilla;1 de enero de 2012;81.785,866519
Ambos sexos;Total;52 Melilla;1 de enero de 2011;78.862,604467
Ambos sexos;Total;52 Melilla;1 de enero de 2010;76.047,391420
Ambos sexos;Total;52 Melilla;1 de enero de 2009;73.361,386868
Ambos sexos;Total;52 Melilla;1 de enero de 2008;71.244,371888
Ambos sexos;Total;52 Melilla;1 de enero de 2007;68.968,471067
Ambos sexos;Total;52 Melilla;1 de enero de 2006;67.109,604911
Ambos sexos;Total;52 Melilla;1 de enero de 2005;64.914,499461
Ambos sexos;Total;52 Melilla;1 de enero de 2004;64.753,934634
Ambos sexos;Total;52 Melilla;1 de enero de 2003;65.389,932040
